YEAR,MO,DY,HR,GHI,DNI,DHI,T2M,WS10M,Sun_Elevation,Optimal_Tilt_Target
2020,1,14,17,33.72,25.62,30.96,20.61,1.25,5.69926728955599,84.300732710444
2020,1,14,18,0,0,0,19.66,1.08,0,0
2020,1,14,19,0,0,0,19.01,0.88,0,0
2020,1,14,20,0,0,0,18.47,0.8,0,0
2020,1,14,21,0,0,0,18.12,0.85,0,0
2020,1,14,22,0,0,0,17.44,1.03,0,0
2020,1,14,23,0,0,0,16.2,1.29,0,0
2020,1,15,0,0,0,0,15.09,1.54,0,0
2020,1,15,1,0,0,0,14.21,1.73,0,0
2020,1,15,2,0,0,0,13.37,1.83,0,0
2020,1,15,3,0,0,0,12.8,1.82,0,0
2020,1,15,4,0,0,0,12.38,1.81,0,0
2020,1,15,5,0,0,0,11.97,1.84,0,0
2020,1,15,6,0,0,0,11.61,1.88,0,0
2020,1,15,7,31.9,11.77,30.4,12.8,1.64,5.76821373526301,84.231786264737
2020,1,15,8,133.1,73.39,109.92,15.63,1.74,18.1390835816496,71.8609164183504
2020,1,15,9,257.3,114.51,192.33,18.17,0.81,29.4958366274983,60.5041633725017
2020,1,15,10,406.8,154.44,266.28,21.41,0.26,39.1441636581623,50.8558363418377
2020,1,15,11,614.12,444.21,263.33,24.01,0.65,45.9388878884198,44.0611121115802
2020,1,15,12,650.2,468.93,268.93,25.16,0.55,48.4505260897782,41.5494739102218
2020,1,15,13,611.53,455.37,246.76,25.63,0.42,45.9388878884198,44.0611121115802
2020,1,15,14,507.58,406.5,227.65,25.66,0.56,39.1441636581623,50.8558363418377
2020,1,15,15,351.4,328.98,168.7,25.26,0.85,29.4958366274983,60.5041633725017
2020,1,15,16,178.02,173.64,115.9,24.25,1.09,18.1390835816496,71.8609164183504
2020,1,15,17,32.53,15.57,30.16,21.98,1.29,5.76821373526301,84.231786264737
2020,1,15,18,0,0,0,20.28,1.65,0,0
2020,1,15,19,0,0,0,19.12,1.83,0,0
2020,1,15,20,0,0,0,18.46,1.87,0,0
2020,1,15,21,0,0,0,17.78,1.87,0,0
2020,1,15,22,0,0,0,17.16,1.83,0,0
2020,1,15,23,0,0,0,16.74,1.63,0,0
2020,1,16,0,0,0,0,16.45,1.27,0,0
2020,1,16,1,0,0,0,16.45,0.79,0,0
2020,1,16,2,0,0,0,16.31,0.31,0,0
2020,1,16,3,0,0,0,15.79,0.18,0,0
2020,1,16,4,0,0,0,15.05,0.57,0,0
2020,1,16,5,0,0,0,14.19,0.81,0,0
2020,1,16,6,0,0,0,13.55,1.06,0,0
2020,1,16,7,44.33,35.12,42.13,14.15,1.24,5.83972188759738,84.1602781124026
2020,1,16,8,205.38,223.52,125.05,16.43,1.78,18.2288616730291,71.7711383269709
2020,1,16,9,408.2,462.22,166.22,19.16,0.98,29.6078573571812,60.3921426428188
2020,1,16,10,604.08,651.61,173.21,22.89,1.08,39.2819715077994,50.7180284922006
2020,1,16,11,710.8,714.21,176.61,24.7,1.61,46.1010922687703,43.8989077312297
2020,1,16,12,711.7,617.72,218.91,25.62,1.75,48.6236561066549,41.3763438933451
2020,1,16,13,674.88,611.2,208.79,26.05,1.84,46.1010922687703,43.8989077312297
2020,1,16,14,565.67,553.74,197.36,26.06,1.87,39.2819715077994,50.7180284922006
2020,1,16,15,401,459.21,166.45,25.63,1.75,29.6078573571812,60.3921426428188
2020,1,16,16,206.32,291.54,109.29,24.66,1.54,18.2288616730291,71.7711383269709
2020,1,16,17,39,41.14,32.01,22.1,1.59,5.83972188759738,84.1602781124026
2020,1,16,18,0,0,0,20.29,1.92,0,0
2020,1,16,19,0,0,0,19.22,2.08,0,0
2020,1,16,20,0,0,0,18.5,2.03,0,0
2020,1,16,21,0,0,0,17.89,1.93,0,0
2020,1,16,22,0,0,0,17.36,1.81,0,0
2020,1,16,23,0,0,0,16.91,1.6,0,0
2020,1,17,0,0,0,0,16.66,1.31,0,0
2020,1,17,1,0,0,0,16.3,0.92,0,0
2020,1,17,2,0,0,0,15.88,0.75,0,0
2020,1,17,3,0,0,0,15.23,0.72,0,0
2020,1,17,4,0,0,0,14.76,0.73,0,0
2020,1,17,5,0,0,0,14.31,0.82,0,0
2020,1,17,6,0,0,0,13.81,0.92,0,0
2020,1,17,7,41.3,48.05,36.98,14.66,0.9,5.91376520128484,84.0862347987152
